year_month,total_monthly_price,offers,area,change
2020-07,2633.642857142857,6678,41.69636118598385,0.0
2020-08,2657.5559234731422,5436,41.78673841059602,0.9079844013560656
2020-09,2640.1643942955648,6381,41.8772465130857,-0.6544181826604323
2020-10,2606.6747710241466,6005,41.6120432972523,-1.2684673478582265
2020-11,2519.9942761745765,8384,41.22497137404582,-3.3253283383532284
2020-12,2516.0566885166304,8238,41.33825685846083,-0.15625383339852306
2021-01,2503.7835315035004,8999,41.52867318590953,-0.48779334222257553
2021-02,2559.8514019899208,7740,42.085680878552964,2.23932579557915
